label_combination,best_model,n_samples,samples_m_et_s,samples_p_af_b,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,precision_m_et_s,recall_m_et_s,f1_m_et_s,precision_p_af_b,recall_p_af_b,f1_p_af_b,samples_p_af_s,precision_p_af_s,recall_p_af_s,f1_p_af_s,samples_p_sf_b,precision_p_sf_b,recall_p_sf_b,f1_p_sf_b,samples_p_sf_s,precision_p_sf_s,recall_p_sf_s,f1_p_sf_s,samples_a_c_b,precision_a_c_b,recall_a_c_b,f1_a_c_b,samples_a_pu_b,precision_a_pu_b,recall_a_pu_b,f1_a_pu_b,samples_b_m_b,precision_b_m_b,recall_b_m_b,f1_b_m_b,samples_i_sg_b,precision_i_sg_b,recall_i_sg_b,f1_i_sg_b,samples_m_gp_s,precision_m_gp_s,recall_m_gp_s,f1_m_gp_s,samples_n_3_s,precision_n_3_s,recall_n_3_s,f1_n_3_s,samples_o_sq_s,precision_o_sq_s,recall_o_sq_s,f1_o_sq_s
m_et_s_p_af_b,SVM,96,40.0,56.0,0.71875,0.7205818497611811,0.7267857142857144,0.7172466455765245,0.7352366478506296,0.71875,0.7206828842587543,0.6326530612244898,0.775,0.6966292134831461,0.8085106382978723,0.6785714285714286,0.7378640776699029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m_et_s_p_af_s,RandomForest,96,40.0,,0.8125,0.8361344537815126,0.7857142857142857,0.7950664136622392,0.8266806722689076,0.8125,0.8050284629981025,0.8928571428571429,0.625,0.7352941176470589,,,,56.0,0.7794117647058824,0.9464285714285714,0.8548387096774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m_et_s_p_sf_b,RandomForest,128,40.0,,0.7890625,0.7546816479400749,0.7511363636363637,0.7528427376099549,0.7876872659176029,0.7890625,0.7883233211757134,0.6666666666666666,0.65,0.6582278481012658,,,,,,,,88.0,0.8426966292134831,0.8522727272727273,0.847457627118644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m_et_s_p_sf_s,RandomForest,96,40.0,,0.78125,0.776683463124141,0.7696428571428571,0.7723320158102767,0.7800045808520385,0.78125,0.7798418972332017,0.7567567567567568,0.7,0.7272727272727273,,,,,,,,,,,,56.0,0.7966101694915254,0.8392857142857143,0.8173913043478261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m_et_s_a_c_b,RandomForest,64,40.0,,0.6875,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6875,0.6875,0.6875,0.75,0.75,0.75,,,,,,,,,,,,,,,,24.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,,
m_et_s_a_pu_b,RandomForest,64,40.0,,0.625,0.6052631578947368,0.6083333333333334,0.6061538461538462,0.631578947368421,0.625,0.6276923076923078,0.7105263157894737,0.675,0.6923076923076923,,,,,,,,,,,,,,,,,,,,24.0,0.5,0.5416666666666666,0.52,,,,,,,,,,,,,,,,,,,,
m_et_s_b_m_b,SVM,64,40.0,,0.6875,0.7186234817813766,0.725,0.6871945259042034,0.7601214574898786,0.6875,0.6896383186705768,0.8846153846153846,0.575,0.696969696969697,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.5526315789473685,0.875,0.6774193548387096,,,,,,,,,,,,,,,,
m_et_s_i_sg_b,RandomForest,64,40.0,,0.796875,0.7947368421052632,0.7625,0.7723666210670315,0.7960526315789473,0.796875,0.7910396716826266,0.8,0.9,0.8470588235294118,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.7894736842105263,0.625,0.6976744186046512,,,,,,,,,,,,
m_et_s_m_gp_s,RandomForest,64,40.0,,0.78125,0.7666666666666666,0.7666666666666666,0.7666666666666666,0.78125,0.78125,0.78125,0.825,0.825,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.7083333333333334,0.7083333333333334,0.7083333333333334,,,,,,,,
m_et_s_n_3_s,RandomForest,64,40.0,,0.78125,0.7666666666666666,0.7666666666666666,0.7666666666666666,0.78125,0.78125,0.78125,0.825,0.825,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.7083333333333334,0.7083333333333334,0.7083333333333334,,,,
m_et_s_o_sq_s,SVM,64,40.0,,0.78125,0.7698412698412699,0.7833333333333333,0.7732793522267206,0.7926587301587301,0.78125,0.7839068825910931,0.8611111111111112,0.775,0.8157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6785714285714286,0.7916666666666666,0.7307692307692307
p_af_b_p_af_s,RandomForest,112,,56.0,0.8482142857142857,0.8621890547263682,0.8482142857142857,0.8467358931015052,0.8621890547263682,0.8482142857142857,0.8467358931015053,,,,0.9333333333333333,0.75,0.8316831683168316,56.0,0.7910447761194029,0.9464285714285714,0.8617886178861789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_af_b_p_sf_b,RandomForest,144,,56.0,0.8055555555555556,0.7952380952380952,0.801948051948052,0.7979149959903769,0.8089947089947089,0.8055555555555556,0.8066470640648667,,,,0.7333333333333333,0.7857142857142857,0.7586206896551724,,,,,88.0,0.8571428571428571,0.8181818181818182,0.8372093023255814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_af_b_p_sf_s,RandomForest,112,,56.0,0.8839285714285714,0.8840510366826155,0.8839285714285714,0.8839193175476361,0.8840510366826155,0.8839285714285714,0.8839193175476361,,,,0.8909090909090909,0.875,0.8828828828828829,,,,,,,,,56.0,0.8771929824561403,0.8928571428571429,0.8849557522123894,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_af_b_a_c_b,RandomForest,80,,56.0,0.7625,0.7166285278413425,0.7113095238095238,0.7138015439653549,0.7598016781083142,0.7625,0.7610242892110713,,,,0.8245614035087719,0.8392857142857143,0.831858407079646,,,,,,,,,,,,,24.0,0.6086956521739131,0.5833333333333334,0.5957446808510638,,,,,,,,,,,,,,,,,,,,,,,,
p_af_b_a_pu_b,SVM,80,,56.0,0.825,0.8017902813299234,0.8511904761904762,0.810682893847194,0.8636828644501279,0.825,0.8315077755240026,,,,0.9565217391304348,0.7857142857142857,0.8627450980392157,,,,,,,,,,,,,,,,,24.0,0.6470588235294118,0.9166666666666666,0.7586206896551724,,,,,,,,,,,,,,,,,,,,
p_af_b_b_m_b,SVM,80,,56.0,0.725,0.7250000000000001,0.7678571428571428,0.7135416666666667,0.805,0.725,0.7364583333333334,,,,0.925,0.6607142857142857,0.7708333333333334,,,,,,,,,,,,,,,,,,,,,24.0,0.525,0.875,0.65625,,,,,,,,,,,,,,,,
p_af_b_i_sg_b,RandomForest,80,,56.0,0.775,0.7336182336182336,0.7440476190476191,0.7381818181818182,0.7809116809116808,0.775,0.7774545454545454,,,,0.8518518518518519,0.8214285714285714,0.8363636363636363,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6153846153846154,0.6666666666666666,0.64,,,,,,,,,,,,
p_af_b_m_gp_s,RandomForest,80,,56.0,0.825,0.7905982905982906,0.8035714285714286,0.7963636363636364,0.8299145299145299,0.825,0.8269090909090909,,,,0.8888888888888888,0.8571428571428571,0.8727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6923076923076923,0.75,0.72,,,,,,,,
p_af_b_n_3_s,RandomForest,80,,56.0,0.8125,0.7776506483600305,0.7708333333333333,0.7740538504989645,0.8104500381388254,0.8125,0.8113349651666353,,,,0.8596491228070176,0.875,0.8672566371681416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6956521739130435,0.6666666666666666,0.6808510638297872,,,,
p_af_b_o_sq_s,RandomForest,80,,56.0,0.9,0.8760683760683761,0.8928571428571428,0.8836363636363636,0.9034188034188034,0.9,0.9010909090909089,,,,0.9444444444444444,0.9107142857142857,0.9272727272727272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.8076923076923077,0.875,0.84
p_af_s_p_sf_b,RandomForest,144,,,0.8611111111111112,0.8583011583011583,0.8766233766233766,0.8589065255731922,0.8807807807807807,0.8611111111111112,0.8628257887517147,,,,,,,56.0,0.7571428571428571,0.9464285714285714,0.8412698412698413,88.0,0.9594594594594594,0.8068181818181818,0.8765432098765432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_af_s_p_sf_s,RandomForest,112,,,0.7946428571428571,0.8064676616915423,0.7946428571428572,0.7926426789020365,0.8064676616915423,0.7946428571428571,0.7926426789020365,,,,,,,56.0,0.746268656716418,0.8928571428571429,0.8130081300813008,,,,,56.0,0.8666666666666667,0.6964285714285714,0.7722772277227723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_af_s_a_c_b,RandomForest,80,,,0.7875,0.7519413287316652,0.7172619047619048,0.7296760087457761,0.7790336496980155,0.7875,0.7796859471278076,,,,,,,56.0,0.819672131147541,0.8928571428571429,0.8547008547008547,,,,,,,,,24.0,0.6842105263157895,0.5416666666666666,0.6046511627906976,,,,,,,,,,,,,,,,,,,,,,,,
p_af_s_a_pu_b,SVM,80,,,0.775,0.7336182336182336,0.7440476190476191,0.7381818181818182,0.7809116809116808,0.775,0.7774545454545454,,,,,,,56.0,0.8518518518518519,0.8214285714285714,0.8363636363636363,,,,,,,,,,,,,24.0,0.6153846153846154,0.6666666666666666,0.64,,,,,,,,,,,,,,,,,,,,
p_af_s_b_m_b,SVM,80,,,0.6875,0.6734758013827782,0.7053571428571428,0.6688193409504886,0.7482715273412948,0.6875,0.7002815035601921,,,,,,,56.0,0.8604651162790697,0.6607142857142857,0.7474747474747475,,,,,,,,,,,,,,,,,24.0,0.4864864864864865,0.75,0.5901639344262295,,,,,,,,,,,,,,,,
p_af_s_i_sg_b,SVM,80,,,0.725,0.7070707070707071,0.7440476190476191,0.7066666666666667,0.7787878787878787,0.725,0.736,,,,,,,56.0,0.8863636363636364,0.6964285714285714,0.78,,,,,,,,,,,,,,,,,,,,,24.0,0.5277777777777778,0.7916666666666666,0.6333333333333333,,,,,,,,,,,,
p_af_s_m_gp_s,RandomForest,80,,,0.8625,0.8454398708635997,0.8184523809523809,0.8299516908212561,0.8598062953995157,0.8625,0.8597101449275362,,,,,,,56.0,0.8813559322033898,0.9285714285714286,0.9043478260869565,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.8095238095238095,0.7083333333333334,0.7555555555555555,,,,,,,,
p_af_s_n_3_s,SVM,80,,,0.775,0.7506393861892583,0.7916666666666667,0.7565922920892495,0.8156010230179028,0.775,0.7833671399594321,,,,,,,56.0,0.9130434782608695,0.75,0.8235294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.5882352941176471,0.8333333333333334,0.6896551724137931,,,,
p_af_s_o_sq_s,RandomForest,80,,,0.9375,0.9218181818181819,0.9315476190476191,0.9264570693142122,0.9385454545454545,0.9375,0.9378562235705094,,,,,,,56.0,0.9636363636363636,0.9464285714285714,0.954954954954955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.88,0.9166666666666666,0.8979591836734694
p_sf_b_p_sf_s,RandomForest,144,,,0.8055555555555556,0.8020833333333333,0.7824675324675325,0.7892976588628762,0.8043981481481481,0.8055555555555556,0.8023039762170197,,,,,,,,,,,88.0,0.8125,0.8863636363636364,0.8478260869565217,56.0,0.7916666666666666,0.6785714285714286,0.7307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_sf_b_a_c_b,SVM,112,,,0.7767857142857143,0.7369885433715221,0.8428030303030303,0.7422443155666023,0.8784895955108721,0.7767857142857143,0.7961625964939968,,,,,,,,,,,88.0,0.9846153846153847,0.7272727272727273,0.8366013071895425,,,,,24.0,0.48936170212765956,0.9583333333333334,0.647887323943662,,,,,,,,,,,,,,,,,,,,,,,,
p_sf_b_a_pu_b,SVM,112,,,0.7678571428571429,0.7239789196310935,0.821969696969697,0.7298701298701299,0.8643892339544514,0.7678571428571429,0.7877551020408164,,,,,,,,,,,88.0,0.9696969696969697,0.7272727272727273,0.8311688311688312,,,,,,,,,24.0,0.4782608695652174,0.9166666666666666,0.6285714285714286,,,,,,,,,,,,,,,,,,,,
p_sf_b_b_m_b,SVM,112,,,0.7678571428571429,0.7239789196310935,0.821969696969697,0.7298701298701299,0.8643892339544514,0.7678571428571429,0.7877551020408164,,,,,,,,,,,88.0,0.9696969696969697,0.7272727272727273,0.8311688311688312,,,,,,,,,,,,,24.0,0.4782608695652174,0.9166666666666666,0.6285714285714286,,,,,,,,,,,,,,,,
p_sf_b_i_sg_b,SVM,112,,,0.7767857142857143,0.7369885433715221,0.8428030303030303,0.7422443155666023,0.8784895955108721,0.7767857142857143,0.7961625964939968,,,,,,,,,,,88.0,0.9846153846153847,0.7272727272727273,0.8366013071895425,,,,,,,,,,,,,,,,,24.0,0.48936170212765956,0.9583333333333334,0.647887323943662,,,,,,,,,,,,
p_sf_b_m_gp_s,SVM,112,,,0.7767857142857143,0.7369885433715221,0.8428030303030303,0.7422443155666023,0.8784895955108721,0.7767857142857143,0.7961625964939968,,,,,,,,,,,88.0,0.9846153846153847,0.7272727272727273,0.8366013071895425,,,,,,,,,,,,,,,,,,,,,24.0,0.48936170212765956,0.9583333333333334,0.647887323943662,,,,,,,,
p_sf_b_n_3_s,SVM,112,,,0.75,0.6904761904761905,0.7651515151515151,0.6992711929420791,0.8265306122448981,0.75,0.7698504027617952,,,,,,,,,,,88.0,0.9285714285714286,0.7386363636363636,0.8227848101265823,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.4523809523809524,0.7916666666666666,0.5757575757575758,,,,
p_sf_b_o_sq_s,SVM,112,,,0.7857142857142857,0.7352941176470589,0.8333333333333333,0.746606334841629,0.8697478991596638,0.7857142857142857,0.8034906270200388,,,,,,,,,,,88.0,0.9705882352941176,0.75,0.8461538461538461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.5,0.9166666666666666,0.6470588235294118
p_sf_s_a_c_b,SVM,80,,,0.7375,0.7326454033771107,0.7767857142857143,0.7250859106529209,0.8103189493433396,0.7375,0.7484536082474227,,,,,,,,,,,,,,,56.0,0.926829268292683,0.6785714285714286,0.7835051546391752,24.0,0.5384615384615384,0.875,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,
p_sf_s_a_pu_b,SVM,80,,,0.6875,0.7295293359123146,0.7648809523809523,0.6834942237695838,0.8255963894261766,0.6875,0.6977369836999525,,,,,,,,,,,,,,,56.0,0.9696969696969697,0.5714285714285714,0.7191011235955056,,,,,24.0,0.48936170212765956,0.9583333333333334,0.647887323943662,,,,,,,,,,,,,,,,,,,,
p_sf_s_b_m_b,RandomForest,80,,,0.725,0.6927083333333333,0.7202380952380952,0.6978021978021978,0.7572916666666666,0.725,0.734065934065934,,,,,,,,,,,,,,,56.0,0.8541666666666666,0.7321428571428571,0.7884615384615384,,,,,,,,,24.0,0.53125,0.7083333333333334,0.6071428571428571,,,,,,,,,,,,,,,,
p_sf_s_i_sg_b,RandomForest,80,,,0.7625,0.7208245981830887,0.7351190476190477,0.7265695268933261,0.7721174004192872,0.7625,0.7662169454937938,,,,,,,,,,,,,,,56.0,0.8490566037735849,0.8035714285714286,0.8256880733944955,,,,,,,,,,,,,24.0,0.5925925925925926,0.6666666666666666,0.6274509803921569,,,,,,,,,,,,
p_sf_s_m_gp_s,RandomForest,80,,,0.725,0.6866666666666666,0.7083333333333333,0.6925227113906359,0.748,0.725,0.7324947589098533,,,,,,,,,,,,,,,56.0,0.84,0.75,0.7924528301886793,,,,,,,,,,,,,,,,,24.0,0.5333333333333333,0.6666666666666666,0.5925925925925926,,,,,,,,
p_sf_s_n_3_s,RandomForest,80,,,0.7,0.6538461538461539,0.6666666666666667,0.6581196581196581,0.7153846153846154,0.7,0.7059829059829059,,,,,,,,,,,,,,,56.0,0.8076923076923077,0.75,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,24.0,0.5,0.5833333333333334,0.5384615384615384,,,,
p_sf_s_o_sq_s,SVM,80,,,0.7125,0.7287869264613451,0.7708333333333333,0.7047022949767292,0.8156505342551854,0.7125,0.7238966458032419,,,,,,,,,,,,,,,56.0,0.9459459459459459,0.625,0.7526881720430108,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.5116279069767442,0.9166666666666666,0.6567164179104478
a_c_b_a_pu_b,SVM,48,,,0.7916666666666666,0.7937062937062938,0.7916666666666667,0.791304347826087,0.7937062937062938,0.7916666666666666,0.7913043478260869,,,,,,,,,,,,,,,,,,,24.0,0.7692307692307693,0.8333333333333334,0.8,24.0,0.8181818181818182,0.75,0.782608695652174,,,,,,,,,,,,,,,,,,,,
a_c_b_b_m_b,SVM,48,,,0.375,0.37412587412587417,0.375,0.3739130434782609,0.37412587412587417,0.375,0.37391304347826093,,,,,,,,,,,,,,,,,,,24.0,0.38461538461538464,0.4166666666666667,0.4,,,,,24.0,0.36363636363636365,0.3333333333333333,0.34782608695652173,,,,,,,,,,,,,,,,
a_c_b_i_sg_b,SVM,48,,,0.75,0.7517482517482517,0.75,0.7495652173913043,0.7517482517482517,0.75,0.7495652173913044,,,,,,,,,,,,,,,,,,,24.0,0.7727272727272727,0.7083333333333334,0.7391304347826086,,,,,,,,,24.0,0.7307692307692307,0.7916666666666666,0.76,,,,,,,,,,,,
a_c_b_m_gp_s,SVM,48,,,0.7708333333333334,0.7751322751322751,0.7708333333333334,0.7699346405228757,0.7751322751322752,0.7708333333333334,0.7699346405228757,,,,,,,,,,,,,,,,,,,24.0,0.8095238095238095,0.7083333333333334,0.7555555555555555,,,,,,,,,,,,,24.0,0.7407407407407407,0.8333333333333334,0.7843137254901961,,,,,,,,
a_c_b_n_3_s,SVM,48,,,0.5833333333333334,0.583916083916084,0.5833333333333333,0.5826086956521739,0.5839160839160839,0.5833333333333334,0.5826086956521739,,,,,,,,,,,,,,,,,,,24.0,0.5909090909090909,0.5416666666666666,0.5652173913043478,,,,,,,,,,,,,,,,,24.0,0.5769230769230769,0.625,0.6,,,,
a_c_b_o_sq_s,RandomForest,48,,,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,,,,,,,,,,,,,,,,,24.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,24.0,0.8333333333333334,0.8333333333333334,0.8333333333333334
a_pu_b_b_m_b,RandomForest,48,,,0.7083333333333334,0.7097902097902098,0.7083333333333333,0.7078260869565217,0.7097902097902097,0.7083333333333334,0.7078260869565218,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6923076923076923,0.75,0.72,24.0,0.7272727272727273,0.6666666666666666,0.6956521739130435,,,,,,,,,,,,,,,,
a_pu_b_i_sg_b,RandomForest,48,,,0.75,0.7517482517482517,0.75,0.7495652173913043,0.7517482517482517,0.75,0.7495652173913044,,,,,,,,,,,,,,,,,,,,,,,24.0,0.7307692307692307,0.7916666666666666,0.76,,,,,24.0,0.7727272727272727,0.7083333333333334,0.7391304347826086,,,,,,,,,,,,
a_pu_b_m_gp_s,SVM,48,,,0.7916666666666666,0.8,0.7916666666666667,0.7902097902097902,0.7999999999999999,0.7916666666666666,0.7902097902097903,,,,,,,,,,,,,,,,,,,,,,,24.0,0.85,0.7083333333333334,0.7727272727272727,,,,,,,,,24.0,0.75,0.875,0.8076923076923077,,,,,,,,
a_pu_b_n_3_s,SVM,48,,,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,,,24.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,,,,,,,,,,,,,24.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,,,,
a_pu_b_o_sq_s,SVM,48,,,0.7083333333333334,0.7222222222222222,0.7083333333333334,0.7037037037037037,0.7222222222222223,0.7083333333333334,0.7037037037037037,,,,,,,,,,,,,,,,,,,,,,,24.0,0.7777777777777778,0.5833333333333334,0.6666666666666666,,,,,,,,,,,,,,,,,24.0,0.6666666666666666,0.8333333333333334,0.7407407407407407
b_m_b_i_sg_b,RandomForest,48,,,0.6666666666666666,0.6678321678321678,0.6666666666666667,0.6660869565217391,0.6678321678321678,0.6666666666666666,0.6660869565217391,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6538461538461539,0.7083333333333334,0.68,24.0,0.6818181818181818,0.625,0.6521739130434783,,,,,,,,,,,,
b_m_b_m_gp_s,RandomForest,48,,,0.6875,0.6878260869565218,0.6875,0.6873643074250977,0.6878260869565217,0.6875,0.6873643074250978,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6956521739130435,0.6666666666666666,0.6808510638297872,,,,,24.0,0.68,0.7083333333333334,0.6938775510204082,,,,,,,,
b_m_b_n_3_s,RandomForest,48,,,0.5208333333333334,0.5208695652173914,0.5208333333333333,0.5206252713851498,0.5208695652173913,0.5208333333333334,0.5206252713851498,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.5217391304347826,0.5,0.5106382978723404,,,,,,,,,24.0,0.52,0.5416666666666666,0.5306122448979592,,,,
b_m_b_o_sq_s,SVM,48,,,0.7916666666666666,0.8111111111111111,0.7916666666666666,0.7883597883597884,0.811111111111111,0.7916666666666666,0.7883597883597883,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.8888888888888888,0.6666666666666666,0.7619047619047619,,,,,,,,,,,,,24.0,0.7333333333333333,0.9166666666666666,0.8148148148148148
i_sg_b_m_gp_s,RandomForest,48,,,0.6875,0.6878260869565218,0.6875,0.6873643074250977,0.6878260869565217,0.6875,0.6873643074250978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6956521739130435,0.6666666666666666,0.6808510638297872,24.0,0.68,0.7083333333333334,0.6938775510204082,,,,,,,,
i_sg_b_n_3_s,SVM,48,,,0.7708333333333334,0.771304347826087,0.7708333333333333,0.7707338254450716,0.7713043478260871,0.7708333333333334,0.7707338254450716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.76,0.7916666666666666,0.7755102040816326,,,,,24.0,0.782608695652174,0.75,0.7659574468085106,,,,
i_sg_b_o_sq_s,RandomForest,48,,,0.7291666666666666,0.7395644283121597,0.7291666666666667,0.7261956998683634,0.7395644283121596,0.7291666666666666,0.7261956998683634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.7894736842105263,0.625,0.6976744186046512,,,,,,,,,24.0,0.6896551724137931,0.8333333333333334,0.7547169811320755
m_gp_s_n_3_s,RandomForest,48,,,0.6875,0.6878260869565218,0.6875,0.6873643074250977,0.6878260869565217,0.6875,0.6873643074250978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.6956521739130435,0.6666666666666666,0.6808510638297872,24.0,0.68,0.7083333333333334,0.6938775510204082,,,,
m_gp_s_o_sq_s,SVM,48,,,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,0.7083333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.7083333333333334,0.7083333333333334,0.7083333333333334,,,,,24.0,0.7083333333333334,0.7083333333333334,0.7083333333333334
n_3_s_o_sq_s,SVM,48,,,0.8958333333333334,0.8965217391304348,0.8958333333333333,0.8957881024750325,0.8965217391304346,0.8958333333333334,0.8957881024750325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,0.9130434782608695,0.875,0.8936170212765957,24.0,0.88,0.9166666666666666,0.8979591836734694
